config_id,jobs,work,cores_used,own_bus,sum_bus,t_solo_ms,t_mix_ms,slowdown_actual,slowdown_pred,abs_error
506,"TGAMMA:120:1,SUM:132:1,SQRTX:12:1",SUM_132_c1,4,32.0,55.8,30946,42234,1.365,1.419,0.054
506,"TGAMMA:120:1,SUM:132:1,SQRTX:12:1",SQRTX_12_c1,1,19.8,55.8,9078,10296,1.134,1.276,0.142
507,"ERF:24:1,ERF:12:2",ERF_24_c1,4,21.2,61.2,25440,37076,1.457,1.435,0.022
507,"ERF:24:1,ERF:12:2",ERF_12_c2,"0,1",40.0,61.2,6750,9303,1.378,1.332,0.047
508,"TGAMMA:60:1,DOT:36:1,ERF:24:1,POW:12:1",TGAMMA_60_c1,1,4.0,74.2,33855,34802,1.028,1.039,0.011
508,"TGAMMA:60:1,DOT:36:1,ERF:24:1,POW:12:1",DOT_36_c1,0,34.0,74.2,15880,31474,1.982,1.973,0.009
508,"TGAMMA:60:1,DOT:36:1,ERF:24:1,POW:12:1",ERF_24_c1,4,21.2,74.2,25440,52075,2.047,1.71,0.337
508,"TGAMMA:60:1,DOT:36:1,ERF:24:1,POW:12:1",POW_12_c1,5,15.0,74.2,23985,26875,1.12,1.274,0.154
509,"ERF:48:1,XPY:60:1,TGAMMA:60:1",ERF_48_c1,5,21.2,70.4,50880,57514,1.13,1.486,0.356
509,"ERF:48:1,XPY:60:1,TGAMMA:60:1",XPY_60_c1,0,45.2,70.4,29859,51780,1.734,1.735,0.001
509,"ERF:48:1,XPY:60:1,TGAMMA:60:1",TGAMMA_60_c1,4,4.0,70.4,33855,35069,1.036,1.044,0.008
510,"TGAMMA:12:1,COPY:60:1",TGAMMA_12_c1,5,4.0,36.8,6773,6919,1.022,1.007,0.015
510,"TGAMMA:12:1,COPY:60:1",COPY_60_c1,1,32.8,36.8,27398,29879,1.091,1.0,0.091
511,"SUM:132:1,POW:36:1,ERF:12:1,XPY:48:1",SUM_132_c1,0,32.0,113.1,30946,77632,2.509,2.981,0.472
511,"SUM:132:1,POW:36:1,ERF:12:1,XPY:48:1",POW_36_c1,1,15.0,113.1,72048,149392,2.074,1.626,0.447
511,"SUM:132:1,POW:36:1,ERF:12:1,XPY:48:1",ERF_12_c1,4,21.2,113.1,12734,24421,1.918,2.24,0.322
511,"SUM:132:1,POW:36:1,ERF:12:1,XPY:48:1",XPY_48_c1,5,44.9,113.1,24058,70258,2.92,2.701,0.219
512,"SUM:84:1,ERF:12:1,DOT:36:1",SUM_84_c1,4,32.0,87.2,19687,55487,2.818,2.397,0.421
512,"SUM:84:1,ERF:12:1,DOT:36:1",ERF_12_c1,0,21.2,87.2,12734,25551,2.007,1.888,0.119
512,"SUM:84:1,ERF:12:1,DOT:36:1",DOT_36_c1,1,34.0,87.2,15880,26290,1.656,2.133,0.477
513,"POW:12:1,XPY:48:2",POW_12_c1,5,15.0,63.7,23985,45311,1.889,1.24,0.649
513,"POW:12:1,XPY:48:2",XPY_48_c2,"4,1",48.7,63.7,22157,31239,1.41,1.227,0.182
514,"TGAMMA:60:1,POW:12:1,TGAMMA:12:1",TGAMMA_60_c1,5,4.0,23.0,33855,33810,0.999,1.0,0.001
514,"TGAMMA:60:1,POW:12:1,TGAMMA:12:1",POW_12_c1,4,15.0,23.0,23985,23869,0.995,1.0,0.005
514,"TGAMMA:60:1,POW:12:1,TGAMMA:12:1",TGAMMA_12_c1,0,4.0,23.0,6773,6765,0.999,1.0,0.001
515,"TGAMMA:12:1,COPY:84:1,ERF:48:1,TGAMMA:12:1",TGAMMA_12_c1,1,4.0,62.1,6773,6869,1.014,1.023,0.009
515,"TGAMMA:12:1,COPY:84:1,ERF:48:1,TGAMMA:12:1",COPY_84_c1,4,32.9,62.1,38335,64762,1.689,1.961,0.271
515,"TGAMMA:12:1,COPY:84:1,ERF:48:1,TGAMMA:12:1",ERF_48_c1,0,21.2,62.1,50880,85896,1.688,1.512,0.177
515,"TGAMMA:12:1,COPY:84:1,ERF:48:1,TGAMMA:12:1",TGAMMA_12_c1,5,4.0,62.1,6773,6874,1.015,1.023,0.008
516,"ERF:48:3,SUM:108:1",ERF_48_c3,"1,4,0",45.7,77.7,23617,32361,1.37,1.82,0.45
516,"ERF:48:3,SUM:108:1",SUM_108_c1,5,32.0,77.7,25305,61666,2.437,2.12,0.317
517,"XPY:60:1,DOT:84:1",XPY_60_c1,4,45.2,79.2,29859,51320,1.719,2.144,0.425
517,"XPY:60:1,DOT:84:1",DOT_84_c1,0,34.0,79.2,37041,68767,1.857,2.249,0.393
518,"SQRTX:48:1,SQRTX:48:1",SQRTX_48_c1,0,19.9,39.8,36255,36984,1.02,1.094,0.074
518,"SQRTX:48:1,SQRTX:48:1",SQRTX_48_c1,4,19.9,39.8,36255,36950,1.019,1.094,0.075
519,"SQRTX:12:2,XPY:60:2",SQRTX_12_c2,"0,1",38.6,87.6,4659,12297,2.639,2.256,0.384
519,"SQRTX:12:2,XPY:60:2",XPY_60_c2,"4,5",49.0,87.6,27541,41471,1.506,1.624,0.118
520,"ERF:48:1,SQRTX:12:1,XPY:60:1,POW:36:1",ERF_48_c1,1,21.2,101.2,50880,85555,1.682,2.009,0.327
520,"ERF:48:1,SQRTX:12:1,XPY:60:1,POW:36:1",SQRTX_12_c1,4,19.8,101.2,9078,23434,2.581,2.15,0.432
520,"ERF:48:1,SQRTX:12:1,XPY:60:1,POW:36:1",XPY_60_c1,0,45.2,101.2,29859,77429,2.593,2.494,0.099
520,"ERF:48:1,SQRTX:12:1,XPY:60:1,POW:36:1",POW_36_c1,5,15.0,101.2,72048,92341,1.282,1.501,0.219
521,"ERF:24:1,XPY:48:1,ERF:12:1,COPY:84:1",ERF_24_c1,1,21.2,120.2,25440,70170,2.758,2.389,0.369
521,"ERF:24:1,XPY:48:1,ERF:12:1,COPY:84:1",XPY_48_c1,5,44.9,120.2,24058,62911,2.615,2.878,0.263
521,"ERF:24:1,XPY:48:1,ERF:12:1,COPY:84:1",ERF_12_c1,4,21.2,120.2,12734,31341,2.461,2.34,0.121
521,"ERF:24:1,XPY:48:1,ERF:12:1,COPY:84:1",COPY_84_c1,0,32.9,120.2,38335,116600,3.042,3.726,0.685
522,"XPY:60:2,SUM:108:2",XPY_60_c2,"4,5",49.0,89.0,27541,43961,1.596,1.647,0.051
522,"XPY:60:2,SUM:108:2",SUM_108_c2,"0,1",40.0,89.0,20247,51963,2.566,2.459,0.108
523,"ERF:24:3,TGAMMA:12:1",ERF_24_c3,"1,0,4",45.6,49.6,11853,13407,1.131,1.0,0.131
523,"ERF:24:3,TGAMMA:12:1",TGAMMA_12_c1,5,4.0,49.6,6773,6905,1.019,1.014,0.005
524,"DOT:36:1,POW:12:1,SUM:108:1",DOT_36_c1,4,34.0,81.0,15880,31989,2.014,2.205,0.191
524,"DOT:36:1,POW:12:1,SUM:108:1",POW_12_c1,1,15.0,81.0,23985,27985,1.167,1.318,0.151
524,"DOT:36:1,POW:12:1,SUM:108:1",SUM_108_c1,0,32.0,81.0,25305,67962,2.686,2.344,0.342
525,"POW:24:1,POW:12:1",POW_24_c1,5,15.0,30.0,48124,48522,1.008,1.0,0.008
525,"POW:24:1,POW:12:1",POW_12_c1,0,15.0,30.0,23985,24299,1.013,1.0,0.013
526,"POW:12:1,COPY:60:1,SUM:132:1",POW_12_c1,4,15.0,79.8,23985,26505,1.105,1.308,0.203
526,"POW:12:1,COPY:60:1,SUM:132:1",COPY_60_c1,1,32.8,79.8,27398,63212,2.307,2.66,0.353
526,"POW:12:1,COPY:60:1,SUM:132:1",SUM_132_c1,5,32.0,79.8,30946,83768,2.707,2.309,0.398
527,"ERF:24:2,SUM:132:2",ERF_24_c2,"0,5",40.0,80.0,13494,25157,1.864,1.888,0.024
527,"ERF:24:2,SUM:132:2",SUM_132_c2,"4,1",40.0,80.0,24731,42870,1.733,2.122,0.389
528,"SQRTX:12:1,SQRTX:48:2",SQRTX_12_c1,0,19.8,58.4,9078,15783,1.739,1.393,0.346
528,"SQRTX:12:1,SQRTX:48:2",SQRTX_48_c2,"4,1",38.6,58.4,18647,31469,1.688,1.281,0.407
529,"POW:12:1,TGAMMA:120:1,POW:12:2",POW_12_c1,4,15.0,48.3,23985,26514,1.105,1.098,0.007
529,"POW:12:1,TGAMMA:120:1,POW:12:2",TGAMMA_120_c1,1,4.0,48.3,67717,68944,1.018,1.013,0.005
529,"POW:12:1,TGAMMA:120:1,POW:12:2",POW_12_c2,"0,5",29.3,48.3,12291,13298,1.082,1.0,0.082
530,"POW:36:1,TGAMMA:120:3",POW_36_c1,0,15.0,26.9,72048,72416,1.005,1.0,0.005
530,"POW:36:1,TGAMMA:120:3",TGAMMA_120_c3,"5,1,4",11.9,26.9,22672,22639,0.999,1.0,0.001
531,"ERF:48:2,SUM:84:1",ERF_48_c2,"0,1",40.0,72.0,26996,44494,1.648,1.651,0.003
531,"ERF:48:2,SUM:84:1",SUM_84_c1,4,32.0,72.0,19687,41193,2.092,2.007,0.085
532,"POW:24:1,TGAMMA:120:1,SUM:84:1,TGAMMA:60:1",POW_24_c1,4,15.0,55.0,48124,53520,1.112,1.126,0.013
532,"POW:24:1,TGAMMA:120:1,SUM:84:1,TGAMMA:60:1",TGAMMA_120_c1,0,4.0,55.0,67717,69590,1.028,1.02,0.008
532,"POW:24:1,TGAMMA:120:1,SUM:84:1,TGAMMA:60:1",SUM_84_c1,1,32.0,55.0,19687,29499,1.498,1.429,0.069
532,"POW:24:1,TGAMMA:120:1,SUM:84:1,TGAMMA:60:1",TGAMMA_60_c1,5,4.0,55.0,33855,34819,1.028,1.025,0.004
533,"SUM:108:1,SQRTX:12:1,TGAMMA:12:1",SUM_108_c1,4,32.0,55.8,25305,33384,1.319,1.576,0.257
533,"SUM:108:1,SQRTX:12:1,TGAMMA:12:1",SQRTX_12_c1,0,19.8,55.8,9078,13011,1.433,1.413,0.02
533,"SUM:108:1,SQRTX:12:1,TGAMMA:12:1",TGAMMA_12_c1,1,4.0,55.8,6773,6843,1.01,1.016,0.005
534,"ERF:12:2,SUM:84:2",ERF_12_c2,"0,1",40.0,80.0,6750,12468,1.847,1.888,0.041
534,"ERF:12:2,SUM:84:2",SUM_84_c2,"4,5",40.0,80.0,15752,27463,1.743,2.122,0.379
535,"ERF:24:1,POW:36:1",ERF_24_c1,0,21.2,36.2,25440,26592,1.045,1.011,0.034
535,"ERF:24:1,POW:36:1",POW_36_c1,4,15.0,36.2,72048,73507,1.02,1.02,0.0
536,"SQRTX:12:2,SUM:84:2",SQRTX_12_c2,"4,1",38.6,78.6,4659,7908,1.697,1.955,0.258
536,"SQRTX:12:2,SUM:84:2",SUM_84_c2,"0,5",40.0,78.6,15752,26050,1.654,2.07,0.416
537,"POW:24:1,SQRTX:12:1,POW:24:1,POW:36:1",POW_24_c1,0,15.0,64.8,48124,59508,1.237,1.238,0.002
537,"POW:24:1,SQRTX:12:1,POW:24:1,POW:36:1",SQRTX_12_c1,4,19.8,64.8,9078,15149,1.669,1.476,0.193
537,"POW:24:1,SQRTX:12:1,POW:24:1,POW:36:1",POW_24_c1,5,15.0,64.8,48124,58637,1.218,1.227,0.009
537,"POW:24:1,SQRTX:12:1,POW:24:1,POW:36:1",POW_36_c1,1,15.0,64.8,72048,87888,1.22,1.227,0.007
538,"TGAMMA:60:2,COPY:60:1",TGAMMA_60_c2,"4,1",8.0,40.8,16972,17318,1.02,1.0,0.02
538,"TGAMMA:60:2,COPY:60:1",COPY_60_c1,0,32.8,40.8,27398,32575,1.189,1.068,0.121
539,"TGAMMA:12:1,SQRTX:48:1,XPY:60:1,TGAMMA:60:1",TGAMMA_12_c1,4,4.0,73.1,6773,6916,1.021,1.039,0.018
539,"TGAMMA:12:1,SQRTX:48:1,XPY:60:1,TGAMMA:60:1",SQRTX_48_c1,0,19.9,73.1,36255,42949,1.185,1.557,0.373
539,"TGAMMA:12:1,SQRTX:48:1,XPY:60:1,TGAMMA:60:1",XPY_60_c1,5,45.2,73.1,29859,60479,2.025,1.797,0.228
539,"TGAMMA:12:1,SQRTX:48:1,XPY:60:1,TGAMMA:60:1",TGAMMA_60_c1,1,4.0,73.1,33855,35454,1.047,1.047,0.001
540,"TGAMMA:12:1,SUM:132:2",TGAMMA_12_c1,1,4.0,44.0,6773,7030,1.038,1.01,0.028
540,"TGAMMA:12:1,SUM:132:2",SUM_132_c2,"4,5",40.0,44.0,24731,28019,1.133,1.0,0.133
541,"ERF:12:2,COPY:84:1",ERF_12_c2,"0,5",40.0,72.9,6750,13678,2.026,1.678,0.349
541,"ERF:12:2,COPY:84:1",COPY_84_c1,4,32.9,72.9,38335,90314,2.356,2.313,0.043
542,"ERF:48:1,XPY:48:1,POW:36:1",ERF_48_c1,0,21.2,81.1,50880,85372,1.678,1.73,0.052
542,"ERF:48:1,XPY:48:1,POW:36:1",XPY_48_c1,5,44.9,81.1,24058,43851,1.823,1.956,0.133
542,"ERF:48:1,XPY:48:1,POW:36:1",POW_36_c1,4,15.0,81.1,72048,92099,1.278,1.368,0.09
543,"TGAMMA:120:1,POW:24:1,SUM:108:2",TGAMMA_120_c1,5,4.0,59.0,67717,70594,1.042,1.025,0.017
543,"TGAMMA:120:1,POW:24:1,SUM:108:2",POW_24_c1,0,15.0,59.0,48124,71533,1.486,1.194,0.293
543,"TGAMMA:120:1,POW:24:1,SUM:108:2",SUM_108_c2,"4,1",40.0,59.0,20247,34122,1.685,1.337,0.349
544,"COPY:84:3,TGAMMA:60:1",COPY_84_c3,"4,5,0",33.2,37.2,37936,50283,1.325,1.0,0.325
544,"COPY:84:3,TGAMMA:60:1",TGAMMA_60_c1,1,4.0,37.2,33855,35401,1.046,1.001,0.045
545,"TGAMMA:120:1,TGAMMA:12:1,SUM:108:1",TGAMMA_120_c1,5,4.0,40.0,67717,68168,1.007,1.0,0.007
545,"TGAMMA:120:1,TGAMMA:12:1,SUM:108:1",TGAMMA_12_c1,4,4.0,40.0,6773,6858,1.013,1.01,0.003
545,"TGAMMA:120:1,TGAMMA:12:1,SUM:108:1",SUM_108_c1,0,32.0,40.0,25305,28223,1.115,1.032,0.084
546,"ERF:12:1,TGAMMA:60:1,DOT:84:1",ERF_12_c1,1,21.2,59.2,12734,19932,1.565,1.47,0.095
546,"ERF:12:1,TGAMMA:60:1,DOT:84:1",TGAMMA_60_c1,4,4.0,59.2,33855,34392,1.016,1.019,0.003
546,"ERF:12:1,TGAMMA:60:1,DOT:84:1",DOT_84_c1,5,34.0,59.2,37041,52047,1.405,1.613,0.208
547,"COPY:84:2,DOT:84:2",COPY_84_c2,"0,5",33.2,73.3,37931,68895,1.816,1.638,0.178
547,"COPY:84:2,DOT:84:2",DOT_84_c2,"4,1",40.1,73.3,31407,68772,2.19,1.676,0.514
548,"SUM:84:3,ERF:24:1",SUM_84_c3,"1,5,4",39.4,60.6,15984,19799,1.239,1.396,0.158
548,"SUM:84:3,ERF:24:1",ERF_24_c1,0,21.2,60.6,25440,54014,2.123,1.393,0.731
549,"TGAMMA:60:1,DOT:84:1",TGAMMA_60_c1,5,4.0,38.0,33855,34291,1.013,1.0,0.013
549,"TGAMMA:60:1,DOT:84:1",DOT_84_c1,0,34.0,38.0,37041,38802,1.048,1.0,0.048
550,"POW:12:1,POW:36:1,XPY:48:1,XPY:48:1",POW_12_c1,5,15.0,119.8,23985,46470,1.937,1.67,0.267
550,"POW:12:1,POW:36:1,XPY:48:1,XPY:48:1",POW_36_c1,0,15.0,119.8,72048,139804,1.94,1.67,0.27
550,"POW:12:1,POW:36:1,XPY:48:1,XPY:48:1",XPY_48_c1,1,44.9,119.8,24058,64922,2.699,2.833,0.135
550,"POW:12:1,POW:36:1,XPY:48:1,XPY:48:1",XPY_48_c1,4,44.9,119.8,24058,64777,2.693,2.833,0.141
551,"ERF:48:1,POW:36:1,SQRTX:12:1",ERF_48_c1,0,21.2,56.0,50880,67692,1.33,1.328,0.002
551,"ERF:48:1,POW:36:1,SQRTX:12:1",POW_36_c1,4,15.0,56.0,72048,80599,1.119,1.173,0.055
551,"ERF:48:1,POW:36:1,SQRTX:12:1",SQRTX_12_c1,5,19.8,56.0,9078,9804,1.08,1.26,0.18
552,"POW:36:2,ERF:48:1",POW_36_c2,"0,1",29.3,50.5,36901,39351,1.066,1.01,0.056
552,"POW:36:2,ERF:48:1",ERF_48_c1,5,21.2,50.5,50880,61737,1.213,1.238,0.025
553,"ERF:24:1,ERF:12:1,ERF:24:1",ERF_24_c1,1,21.2,63.6,25440,36813,1.447,1.479,0.032
553,"ERF:24:1,ERF:12:1,ERF:24:1",ERF_12_c1,4,21.2,63.6,12734,14294,1.123,1.378,0.255
553,"ERF:24:1,ERF:12:1,ERF:24:1",ERF_24_c1,5,21.2,63.6,25440,36838,1.448,1.479,0.031
554,"COPY:84:1,COPY:84:3",COPY_84_c1,1,32.9,66.1,38335,151280,3.946,1.993,1.953
554,"COPY:84:1,COPY:84:3",COPY_84_c3,"4,5,0",33.2,66.1,37936,50611,1.334,1.441,0.107
555,"POW:36:1,COPY:60:1",POW_36_c1,1,15.0,47.8,72048,77309,1.073,1.06,0.013
555,"POW:36:1,COPY:60:1",COPY_60_c1,4,32.8,47.8,27398,38575,1.408,1.263,0.145
556,"SUM:132:1,SUM:84:2",SUM_132_c1,4,32.0,72.0,30946,90264,2.917,2.007,0.91
556,"SUM:132:1,SUM:84:2",SUM_84_c2,"0,1",40.0,72.0,15752,28881,1.833,1.823,0.011
557,"DOT:84:2,XPY:48:1,ERF:48:1",DOT_84_c2,"0,1",40.1,106.2,31407,71069,2.263,2.63,0.367
557,"DOT:84:2,XPY:48:1,ERF:48:1",XPY_48_c1,5,44.9,106.2,24058,81389,3.383,2.595,0.788
557,"DOT:84:2,XPY:48:1,ERF:48:1",ERF_48_c1,4,21.2,106.2,50880,121517,2.388,2.097,0.291
558,"SUM:108:1,COPY:84:2",SUM_108_c1,1,32.0,65.2,25305,93931,3.712,1.8,1.912
558,"SUM:108:1,COPY:84:2",COPY_84_c2,"0,5",33.2,65.2,37931,58835,1.551,1.416,0.135
559,"DOT:36:1,POW:24:1,XPY:48:1",DOT_36_c1,1,34.0,93.9,15880,37493,2.361,2.364,0.003
559,"DOT:36:1,POW:24:1,XPY:48:1",POW_24_c1,5,15.0,93.9,48124,72715,1.511,1.478,0.033
559,"DOT:36:1,POW:24:1,XPY:48:1",XPY_48_c1,0,44.9,93.9,24058,50169,2.085,2.233,0.147
560,"SQRTX:12:3,XPY:48:1",SQRTX_12_c3,"5,1,4",39.0,83.9,4616,8698,1.884,2.132,0.248
560,"SQRTX:12:3,XPY:48:1",XPY_48_c1,0,44.9,83.9,24058,71556,2.974,2.111,0.863
561,"TGAMMA:60:1,DOT:36:1",TGAMMA_60_c1,1,4.0,38.0,33855,34222,1.011,1.0,0.011
561,"TGAMMA:60:1,DOT:36:1",DOT_36_c1,4,34.0,38.0,15880,16586,1.044,1.0,0.044
562,"COPY:60:1,COPY:60:1,ERF:24:1,XPY:60:1",COPY_60_c1,0,32.8,132.0,27398,83371,3.043,4.065,1.022
562,"COPY:60:1,COPY:60:1,ERF:24:1,XPY:60:1",COPY_60_c1,1,32.8,132.0,27398,114818,4.191,4.271,0.081
562,"COPY:60:1,COPY:60:1,ERF:24:1,XPY:60:1",ERF_24_c1,4,21.2,132.0,25440,62444,2.455,2.5,0.046
562,"COPY:60:1,COPY:60:1,ERF:24:1,XPY:60:1",XPY_60_c1,5,45.2,132.0,29859,102372,3.429,3.18,0.249
563,"XPY:48:1,DOT:36:2",XPY_48_c1,1,44.9,85.0,24058,82648,3.435,2.176,1.26
563,"XPY:48:1,DOT:36:2",DOT_36_c2,"4,5",40.1,85.0,13460,29147,2.165,2.015,0.15
564,"XPY:60:2,ERF:24:1",XPY_60_c2,"0,5",49.0,70.2,27541,38657,1.404,1.335,0.068
564,"XPY:60:2,ERF:24:1",ERF_24_c1,1,21.2,70.2,25440,69392,2.728,1.601,1.127
565,"SUM:84:1,POW:12:1,SUM:84:1",SUM_84_c1,5,32.0,79.0,19687,32607,1.656,2.034,0.377
565,"SUM:84:1,POW:12:1,SUM:84:1",POW_12_c1,4,15.0,79.0,23985,34667,1.445,1.376,0.069
565,"SUM:84:1,POW:12:1,SUM:84:1",SUM_84_c1,0,32.0,79.0,19687,50949,2.588,2.153,0.435
566,"TGAMMA:120:3,SUM:108:1",TGAMMA_120_c3,"4,1,0",11.9,43.9,22672,23004,1.015,1.0,0.015
566,"TGAMMA:120:3,SUM:108:1",SUM_108_c1,5,32.0,43.9,25305,30276,1.196,1.135,0.062
567,"SUM:132:1,SUM:84:1,POW:24:1",SUM_132_c1,0,32.0,79.0,30946,80053,2.587,2.153,0.434
567,"SUM:132:1,SUM:84:1,POW:24:1",SUM_84_c1,5,32.0,79.0,19687,32574,1.655,2.034,0.379
567,"SUM:132:1,SUM:84:1,POW:24:1",POW_24_c1,4,15.0,79.0,48124,69352,1.441,1.376,0.065
568,"ERF:24:1,SUM:84:1,DOT:36:1",ERF_24_c1,1,21.2,87.2,25440,30579,1.202,1.755,0.553
568,"ERF:24:1,SUM:84:1,DOT:36:1",SUM_84_c1,4,32.0,87.2,19687,59390,3.017,2.484,0.533
568,"ERF:24:1,SUM:84:1,DOT:36:1",DOT_36_c1,0,34.0,87.2,15880,35822,2.256,2.332,0.076
569,"COPY:60:1,ERF:12:1,SUM:132:2",COPY_60_c1,1,32.8,94.0,27398,91513,3.34,2.964,0.376
569,"COPY:60:1,ERF:12:1,SUM:132:2",ERF_12_c1,4,21.2,94.0,12734,24616,1.933,1.931,0.002
569,"COPY:60:1,ERF:12:1,SUM:132:2",SUM_132_c2,"0,5",40.0,94.0,24731,63559,2.57,2.646,0.076
570,"COPY:84:1,DOT:36:3",COPY_84_c1,0,32.9,72.4,38335,157753,4.115,2.227,1.888
570,"COPY:84:1,DOT:36:3",DOT_36_c3,"5,1,4",39.5,72.4,13678,21151,1.546,1.65,0.103
571,"ERF:24:2,SUM:84:2",ERF_24_c2,"4,5",40.0,80.0,13494,25096,1.86,1.888,0.028
571,"ERF:24:2,SUM:84:2",SUM_84_c2,"0,1",40.0,80.0,15752,27279,1.732,2.122,0.39
572,"ERF:48:1,TGAMMA:12:1,SUM:108:1",ERF_48_c1,1,21.2,57.2,50880,70494,1.385,1.429,0.043
572,"ERF:48:1,TGAMMA:12:1,SUM:108:1",TGAMMA_12_c1,4,4.0,57.2,6773,6846,1.011,1.017,0.006
572,"ERF:48:1,TGAMMA:12:1,SUM:108:1",SUM_108_c1,5,32.0,57.2,25305,36830,1.455,1.624,0.169
573,"TGAMMA:60:2,XPY:48:1",TGAMMA_60_c2,"0,5",8.0,52.9,16972,17298,1.019,1.005,0.014
573,"TGAMMA:60:2,XPY:48:1",XPY_48_c1,1,44.9,52.9,24058,27860,1.158,1.328,0.17
574,"COPY:84:1,POW:12:1",COPY_84_c1,4,32.9,47.9,38335,53886,1.406,1.267,0.139
574,"COPY:84:1,POW:12:1",POW_12_c1,5,15.0,47.9,23985,25834,1.077,1.061,0.016
575,"SQRTX:48:1,POW:24:1,POW:24:2",SQRTX_48_c1,4,19.9,64.2,36255,60638,1.673,1.465,0.208
575,"SQRTX:48:1,POW:24:1,POW:24:2",POW_24_c1,1,15.0,64.2,48124,58642,1.219,1.222,0.003
575,"SQRTX:48:1,POW:24:1,POW:24:2",POW_24_c2,"0,5",29.3,64.2,24606,29709,1.207,1.281,0.074
576,"XPY:48:1,TGAMMA:12:1,TGAMMA:12:1,TGAMMA:120:1",XPY_48_c1,5,44.9,56.9,24058,30070,1.25,1.421,0.171
576,"XPY:48:1,TGAMMA:12:1,TGAMMA:12:1,TGAMMA:120:1",TGAMMA_12_c1,1,4.0,56.9,6773,6932,1.023,1.03,0.007
576,"XPY:48:1,TGAMMA:12:1,TGAMMA:12:1,TGAMMA:120:1",TGAMMA_12_c1,0,4.0,56.9,6773,6874,1.015,1.018,0.003
576,"XPY:48:1,TGAMMA:12:1,TGAMMA:12:1,TGAMMA:120:1",TGAMMA_120_c1,4,4.0,56.9,67717,68603,1.013,1.018,0.005
577,"SUM:84:2,TGAMMA:12:1",SUM_84_c2,"4,1",40.0,44.0,15752,17903,1.137,1.0,0.137
577,"SUM:84:2,TGAMMA:12:1",TGAMMA_12_c1,0,4.0,44.0,6773,7078,1.045,1.01,0.035
578,"TGAMMA:60:1,XPY:48:1,ERF:12:1",TGAMMA_60_c1,5,4.0,70.1,33855,34487,1.019,1.036,0.018
578,"TGAMMA:60:1,XPY:48:1,ERF:12:1",XPY_48_c1,4,44.9,70.1,24058,39893,1.658,1.7,0.042
578,"TGAMMA:60:1,XPY:48:1,ERF:12:1",ERF_12_c1,1,21.2,70.1,12734,14881,1.169,1.501,0.332
579,"DOT:36:1,COPY:84:1,DOT:36:1,XPY:48:1",DOT_36_c1,1,34.0,145.8,15880,57128,3.597,3.532,0.065
579,"DOT:36:1,COPY:84:1,DOT:36:1,XPY:48:1",COPY_84_c1,5,32.9,145.8,38335,141609,3.694,4.571,0.877
579,"DOT:36:1,COPY:84:1,DOT:36:1,XPY:48:1",DOT_36_c1,4,34.0,145.8,15880,57097,3.596,3.606,0.01
579,"DOT:36:1,COPY:84:1,DOT:36:1,XPY:48:1",XPY_48_c1,0,44.9,145.8,24058,81083,3.37,3.46,0.09
580,"ERF:12:1,SUM:108:1",ERF_12_c1,1,21.2,53.2,12734,14397,1.131,1.211,0.081
580,"ERF:12:1,SUM:108:1",SUM_108_c1,0,32.0,53.2,25305,33999,1.344,1.35,0.006
581,"ERF:48:2,SQRTX:48:2",ERF_48_c2,"0,5",40.0,78.6,26996,43549,1.613,1.847,0.233
581,"ERF:48:2,SQRTX:48:2",SQRTX_48_c2,"4,1",38.6,78.6,18647,34902,1.872,1.955,0.084
582,"ERF:48:2,SUM:84:1,DOT:84:1",ERF_48_c2,"4,1",40.0,106.0,26996,62205,2.304,2.658,0.353
582,"ERF:48:2,SUM:84:1,DOT:84:1",SUM_84_c1,5,32.0,106.0,19687,54858,2.787,2.813,0.026
582,"ERF:48:2,SUM:84:1,DOT:84:1",DOT_84_c1,0,34.0,106.0,37041,93034,2.512,2.642,0.13
583,"POW:24:2,DOT:84:2",POW_24_c2,"4,5",29.3,69.4,24606,41189,1.674,1.384,0.29
583,"POW:24:2,DOT:84:2",DOT_84_c2,"0,1",40.1,69.4,31407,49390,1.573,1.563,0.01
584,"SQRTX:12:2,POW:36:2",SQRTX_12_c2,"4,1",38.6,67.9,4659,7574,1.626,1.598,0.028
584,"SQRTX:12:2,POW:36:2",POW_36_c2,"0,5",29.3,67.9,36901,44116,1.196,1.354,0.159
585,"SQRTX:12:2,TGAMMA:60:1,SUM:108:1",SQRTX_12_c2,"0,5",38.6,74.6,4659,7795,1.673,1.822,0.149
585,"SQRTX:12:2,TGAMMA:60:1,SUM:108:1",TGAMMA_60_c1,4,4.0,74.6,33855,34639,1.023,1.04,0.017
585,"SQRTX:12:2,TGAMMA:60:1,SUM:108:1",SUM_108_c1,1,32.0,74.6,25305,50080,1.979,2.07,0.091
586,"XPY:60:1,TGAMMA:60:2",XPY_60_c1,0,45.2,53.2,29859,34950,1.171,1.335,0.164
586,"XPY:60:1,TGAMMA:60:2",TGAMMA_60_c2,"4,1",8.0,53.2,16972,17289,1.019,1.006,0.013
587,"COPY:84:3,COPY:60:1",COPY_84_c3,"5,1,0",33.2,66.0,37936,50564,1.333,1.438,0.106
587,"COPY:84:3,COPY:60:1",COPY_60_c1,4,32.8,66.0,27398,107954,3.94,1.99,1.951
588,"COPY:84:1,SQRTX:12:1",COPY_84_c1,4,32.9,52.7,38335,50725,1.323,1.629,0.306
588,"COPY:84:1,SQRTX:12:1",SQRTX_12_c1,0,19.8,52.7,9078,13991,1.541,1.367,0.174
